case_name,task_source,chain,fork_block_number,target_contract_address,evm_version,case_id,incident_date,incident_name,mechanism_raw,incident_contract_path,incident_chain,source_url,source_status,source_snapshot_sha256,incident_record_sha256,incident_reference_urls,incident_tx_hashes,incident_loss_text,match_method,incident_metadata_present,benchmark_fork_anchor_present,deployment_block,prediction_cutoff_block,incident_block_or_time,source_availability_time,runtime_bytecode_hash_at_cutoff,outcome_adjudication_id,temporal_certification,admissibility_reason_codes,population_role,replaced_parent_slot_case_id,parent_envelope_path,parent_envelope_sha256,parent_case_artifact_path,parent_case_artifact_sha256,candidate_envelope_path,candidate_envelope_sha256,historical_envelope_path,historical_envelope_sha256,replacement_selection_rank,replacement_order_rule,replacement_source_sha256,replacement_readme_sha256,replacement_incident_block,replacement_exploit_tx_hash,candidate_id,source_case_id,source_artifact_path,source_artifact_sha256,deployment_time,prediction_cutoff_time,code_size,proxy_status,source_verified_at_cutoff,identity_group,clone_family,proxy_family,protocol_family,mechanism_family,follow_up_horizon,positive_record_sha256,case_artifact_sha256,strict_snapshot_sha256,deployment_time_resolution,prediction_cutoff_time_resolution,code_size_resolution,proxy_resolution,source_verified_at_cutoff_resolution,identity_group_resolution,clone_family_resolution,protocol_family_resolution,mechanism_family_resolution,follow_up_horizon_resolution
VDS,defihacklabs-temporal-replacement-finalization,bsc,54252254,0x6ce69d7146dbaae18c11c36d8d94428623b29d5a,,ca2-b54a80c704cbcc128875,2025-07-16,VDS,replacement_candidate,,bsc,,replacement_candidate_historical_snapshot_verified,6f816a4c12ceb88f7a4ff882a9e001e0d4443b11cf36bac165568af41913b4ad,05389c181f967672c731e71693fc3911710b69832494e2baa63eec6cbb4a3b40,[],"[""0x0e01fd8798f970fd689014cb215e622aca8b7c8c243176c5b504e0043402e31f""]",,frozen_chain_global_order_finalization,True,True,52614868,52730057,54252254,,5300e689362f834700cd7223108a096abf37a906be93208a7019c97678543ae2,,replacement_candidate_selected,[],replacement,ca2-b6847d12944e5dba551b,cases/ca2-b6847d12944e5dba551b.json,df043d806404c148741b8557bcac204930c1fedae680c2846681879f1da9cec1,,,cases/ca2r-b4e0d64ff67197d3308f.json,6b84a674f42fa41ea7ed8b6ca0c71197e7d69c2fc976a2a956c9caedd06149d2,historical_cases/ca2r-b4e0d64ff67197d3308f/ca2r-b4e0d64ff67197d3308f.json,3f5e6397e2273a82336bca9f267fabbeb9a1ca9be64706c14fe87e5b28a2a284,30,first_eligible_unique_from_frozen_chain_global_order,6f816a4c12ceb88f7a4ff882a9e001e0d4443b11cf36bac165568af41913b4ad,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,54252254,0x0e01fd8798f970fd689014cb215e622aca8b7c8c243176c5b504e0043402e31f,ca2r-b4e0d64ff67197d3308f,ca2r-b4e0d64ff67197d3308f,historical_cases/ca2r-b4e0d64ff67197d3308f/ca2r-b4e0d64ff67197d3308f.json,3f5e6397e2273a82336bca9f267fabbeb9a1ca9be64706c14fe87e5b28a2a284,2025-07-02T12:22:23Z,2025-07-03T12:22:23Z,24053,,,56:0x6ce69d7146dbaae18c11c36d8d94428623b29d5a,a6f9c4d4cc70e18ec377b23dc33b76ed7d0ba923e3204b9af5555f3b41afa9b3,,,,,a5154c9209ef128172f73b7fc426cd2462c45f6f63fe0749f52f4309d2324f2c,8672701a6253a99f3feee04bce6b86bc678ca60fab8d70839f6874520249b2f3,237e42eee4ec548353a099609345a5d8a4e5bf9cf1702b4ca72e69d76a00fcf7,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
roulette_pot_v2,defihacklabs,bsc,45668285,0xf573748637e0576387289f1914627d716927f90f,shanghai,ca2-53f0c0893c96da4fd077,2025-01-11,RoulettePotV2,Price Manipulation,src/test/2025-01/RoulettePotV2_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2025/README.md,frozen_public_source_hashed,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,310131f5e2fe880e77c795bd5b8dd0eaf979778a71f68e90b67e1720c300dcb4,"[""https://x.com/TenArmorAlert/status/1878008055717376068""]",[],~28K,exact_contract_basename,True,True,,,2025-01-11,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-53f0c0893c96da4fd077.json,9d778847087cf8d265cfb5fbd89f4c5403b719877f5d404af4842b67b9bb880f,cases/ca2-53f0c0893c96da4fd077.json,5a6c35cce75fa6e96e867196f2eaf92660abe7bc4b06ea52b1c156b67a2eda40,,,,,,,,,,,,ca2-53f0c0893c96da4fd077,cases/ca2-53f0c0893c96da4fd077.json,5a6c35cce75fa6e96e867196f2eaf92660abe7bc4b06ea52b1c156b67a2eda40,2023-03-16T00:46:42Z,2023-03-17T00:46:44Z,23199,,,56:0xf573748637e0576387289f1914627d716927f90f,51c2da52c8378ffd786ea714a4051a417ddb13504b76c56da1ae12e14b0d39e6,,,,,309994ff475d9ff31a735932162eee6998dde558bf8e8c1b70e76a5fd87224b0,41343a1beb6a4f66426cd1daf5442e4d507b37003b1924dd3dcedc45d362954d,e29c27d2c8bf976fea45b8328280885fcf936e69a0e1bc1c153f9f82e71f6e4e,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
mosca,defihacklabs,bsc,45519929,0x1962b3356122d6a56f978e112d14f5e23a25037d,shanghai,ca2-786342530794b2d0e951,2025-01-06,Mosca,Logic Flaw,src/test/2025-01/Mosca_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2025/README.md,frozen_public_source_hashed,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,031f9fa4dfe59c92fb254ee28043c78e1b726a847fbdbb7eb3339c96b1e6a2b5,[],[],19K,exact_contract_basename,True,True,,,2025-01-06,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-786342530794b2d0e951.json,0f0414acd04bf415457cbb8963a9904c42902f15f7cbf044fe1cbd738aca69b5,cases/ca2-786342530794b2d0e951.json,92693b9fe2726846ba1eac1b406ad518dac2ba203c522f1d0757eddd0acbd3d6,,,,,,,,,,,,ca2-786342530794b2d0e951,cases/ca2-786342530794b2d0e951.json,92693b9fe2726846ba1eac1b406ad518dac2ba203c522f1d0757eddd0acbd3d6,2025-01-04T20:41:11Z,2025-01-05T20:41:11Z,20373,,,56:0x1962b3356122d6a56f978e112d14f5e23a25037d,791dcb2d53620ed95048890ebeccbc431266be1d3d369c74d49de1cedbc76468,,,,,fc021d82d511727c207996e1ff79500ad0f9e9567212b07cf8ab6b012750057d,68e1740a789b68791691a012ea1bd263e8e2ffaec031dd249496b6e404bfe9a6,fdf7771488c428f8b405e786e197a4116835645bdf6de123ed843ee14ee1c68d,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
unilend,defihacklabs,ethereum,21608003,0x4e34dd25dbd367b1bf82e1b5527dbbe799fad0d0,shanghai,ca2-f2fdba3be5c566aed586,2025-01-12,Unilend,Logic Flaw,src/test/2025-01/Unilend_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2025/README.md,frozen_public_source_hashed,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,8b1235715702a6ae2a395a08d4488b218dabd360ec651856bf11719a1229d1e6,"[""https://slowmist.medium.com/analysis-of-the-unilend-hack-90022fa35a54""]",[],60 stETH,exact_contract_basename,True,True,,,2025-01-12,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-f2fdba3be5c566aed586.json,1447d9b0ee5eac107b4a75c84eb0ac8b32376e019fe2896ca9bdc6cbf810a67f,cases/ca2-f2fdba3be5c566aed586.json,54fcbe0730afc2642e033d6b4070b41cc0cd0d559d0401a4a785c8cec4baf412,,,,,,,,,,,,ca2-f2fdba3be5c566aed586,cases/ca2-f2fdba3be5c566aed586.json,54fcbe0730afc2642e033d6b4070b41cc0cd0d559d0401a4a785c8cec4baf412,2024-02-12T18:14:11Z,2024-02-13T18:14:11Z,45,EIP1167_PROXY,,1:0x4e34dd25dbd367b1bf82e1b5527dbbe799fad0d0,2a041e3acd0818c9c75b1d5114c8bdec11cf4bc1e87d8a13f3e5018a6df00da4,eip1167:0xc86d2555f8c360d3c5e8e4364f42c1f2d169330e,,,,083e823b05dd16d3badfcddd21a656ada4ddfdab5fb06bb0768cc74f47b9a766,8a3f6603e6d7ea6ccb99b244ef5541d71a93e500fe441221106c482449ce52a3,574daa4f5168151d2f751112fc37747b6121eeeeffa4c6646880560bee9bf08d,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,VERIFIED_STANDARD_PROXY,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
sorra_staking,defihacklabs,ethereum,21450734,0x5d16b8ba2a9a4eca6126635a6ffbf05b52727d50,shanghai,ca2-fdd7dce161154c375fb2,2025-01-04,SorStaking,Incorrect reward calculation,src/test/2025-01/sorraStaking.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2025/README.md,frozen_public_source_hashed,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,72a50ee9c275149333cffe99d7b140ed1c513f1e9e1e6e6dbf77a36c06971c18,"[""https://x.com/TenArmorAlert/status/1875582709512188394""]",[],～8 ETH,exact_contract_basename,True,True,,,2025-01-04,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-fdd7dce161154c375fb2.json,7f4d860b26d1deefdcb479b6ef4c8a5f2fb73d7f2084fb3e5765d942f2e4591c,cases/ca2-fdd7dce161154c375fb2.json,7fd3045a5f8080f0641290f19c07a1fbaf0957748e05463028b8d1a2e10fc544,,,,,,,,,,,,ca2-fdd7dce161154c375fb2,cases/ca2-fdd7dce161154c375fb2.json,7fd3045a5f8080f0641290f19c07a1fbaf0957748e05463028b8d1a2e10fc544,2024-12-19T18:18:47Z,2024-12-20T18:18:47Z,6175,,,1:0x5d16b8ba2a9a4eca6126635a6ffbf05b52727d50,e8f94bcb6222ea5a3f9da37216fc93bfb828ed9e94309dd07e40dd0b88285180,,,,,b4fc65550efe1d5b42b9e378c61165c0cd3f161f9b05c5b39ca6d112181917ae,f7b3ef01c7856bc8d49a01fc9698c11d2faea6e7966dd72f3a22a333afb2dae7,70cc229e20abb31efc09e40a783b859bcde95ccd6452e99af4df52b03d48e259,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
hegic_options,defihacklabs,ethereum,21912408,0x7094e706e75e13d1e0ea237f71a7c4511e9d270b,shanghai,ca2-4d6568a7691d786971d0,2025-02-23,HegicOptions,Business Logic Flaw,src/test/2025-02/HegicOptions_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2025/README.md,frozen_public_source_hashed,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,3c5be337e658080d19945815a4acf5adce8c404702901f9e3a3c48f7a173333c,[],[],~104M,exact_contract_basename,True,True,,,2025-02-23,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-4d6568a7691d786971d0.json,85d7cbfa1028a00f22d3056b7c75959b2fa93d3cddc8d8814d723560211073e5,cases/ca2-4d6568a7691d786971d0.json,e3fa6ce1914a75f01fbe560d231b1d5dd28faac0219ee35800573b745e79831b,,,,,,,,,,,,ca2-4d6568a7691d786971d0,cases/ca2-4d6568a7691d786971d0.json,e3fa6ce1914a75f01fbe560d231b1d5dd28faac0219ee35800573b745e79831b,2022-01-04T04:25:44Z,2022-01-05T04:26:07Z,15081,,,1:0x7094e706e75e13d1e0ea237f71a7c4511e9d270b,755058c70db595df92dafe834d78d5c9c7a26b3e6f8f08afcc4f34d302c97b79,,,,,34e17e6ba71def13fdb501bbe00d040f96ccc58396914a6074e2d6d3af77f6f4,5c6f257c424c01094f0fa43e82df13ee4b84ebb69caf610bab83f7423cef0b18,6219d0a5a7c3ff2c59727d1efde1e85e50c45ed182dd3bb1ae5c06c5abc2a2ee,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
MyCoinMaster,defihacklabs-temporal-replacement-finalization,bsc,56555696,0xef9a10d6abfd5d3aa345a008c0f9132ce4b23e70,,ca2-9d4246988ce873fd7f25,2025-08-05,MyCoinMaster,replacement_candidate,,bsc,,replacement_candidate_historical_snapshot_verified,dc48cca25af59858c4cfa7a9d2a4f6722b165f4de8748238fc886fcccfb26163,08b14bb596c4975ecc86df4d06f464be7bdb177e91b0507a0b5e00c111689d24,[],"[""0x57865009e1cfb7516240eb901342f3b434c2a2754e14604c838024ffe2e191a7""]",,frozen_chain_global_order_finalization,True,True,55254992,55370182,56555697,,cbd134ac8d285892d5d33ec1bf94dcdf1102a990b1046d1594cb286e9239697b,,replacement_candidate_selected,[],replacement,ca2-10778b0afde298700715,cases/ca2-10778b0afde298700715.json,71a3ef6be2f612b7ffeb6e2bdcc4ef87d7aa55a5e97c99d64c34a158be8063c3,,,cases/ca2r-df644d704ca7d12c2f8f.json,14ef45da1835374e4b50b945d5067128a7f10da1c1aff69edbc34d80313614bc,historical_cases/ca2r-df644d704ca7d12c2f8f/ca2r-df644d704ca7d12c2f8f.json,764df0b3486ffcc7a504f7cd49bfb1785bf0a54359e6c1dec6cc4ad3537db3b0,5,first_eligible_unique_from_frozen_chain_global_order,dc48cca25af59858c4cfa7a9d2a4f6722b165f4de8748238fc886fcccfb26163,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,56555696,0x57865009e1cfb7516240eb901342f3b434c2a2754e14604c838024ffe2e191a7,ca2r-df644d704ca7d12c2f8f,ca2r-df644d704ca7d12c2f8f,historical_cases/ca2r-df644d704ca7d12c2f8f/ca2r-df644d704ca7d12c2f8f.json,764df0b3486ffcc7a504f7cd49bfb1785bf0a54359e6c1dec6cc4ad3537db3b0,2025-07-25T10:26:41Z,2025-07-26T10:26:41Z,2112,EIP1967_PROXY,,56:0xef9a10d6abfd5d3aa345a008c0f9132ce4b23e70,6f4cd91554d949a8ad8047da7543a1ed35a94f9b9b1e6c2159563c05819ba95c,eip1967:0x683280fe34c4f99c63c8c779867a1d67a572fb23,,,,d7318be3b99447ab2609b19de402197cc9805c55a716e6300d652a2866a1cb07,2397a48dc5c82609f854ec7cafeb521422beda729d51021dbd2ce08bf0d15b36,55f87476fa6ee22b1ab6709a47d6df2b3c6c9ef7b165dce2717b8b0cfbc143cf,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,VERIFIED_STANDARD_PROXY,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
alkimiya_io,defihacklabs,ethereum,22146339,0xf3f84ce038442ae4c4dcb6a8ca8bacd7f28c9bde,shanghai,ca2-feebcd26919bea5b0014,2025-03-28,Alkimiya_IO,unsafecast,src/test/2025-03/Alkimiya_io_exp.sol,mainnet,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2025/README.md,frozen_public_source_hashed,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,3fae7e8ac1496e86223530df97c7bc816a2095404217ea01bd2e6db853d4db42,"[""https://x.com/TenArmorAlert/status/1906371419807568119""]",[],~ 95.5 K (1.14015390 WBTC),exact_contract_basename,True,True,,,2025-03-28,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-feebcd26919bea5b0014.json,0322fc0e43516733f0e0dedb88d6cf6df9448a19e40896b6b95af332750112f0,cases/ca2-feebcd26919bea5b0014.json,96f1bcf543979af861dec4bef1484a80d5c586fbd14b65f7e11dc945861e84b7,,,,,,,,,,,,ca2-feebcd26919bea5b0014,cases/ca2-feebcd26919bea5b0014.json,96f1bcf543979af861dec4bef1484a80d5c586fbd14b65f7e11dc945861e84b7,2024-07-14T20:09:23Z,2024-07-15T20:09:23Z,19196,,,1:0xf3f84ce038442ae4c4dcb6a8ca8bacd7f28c9bde,4a4c5d490bdd6e729a5f7423d25a1f7e2171cbfd9a08e54759699aef71073d54,,,,,b4e32f6d9de42af32f5fc5fd42bdfe1461cbb833b2302d1e4f97de2b40b8feb9,2803fd8f1f88a64771c0d1da01fed36dd68107d3ccbe4364ba0ffda1d0cad6eb,bef6d919de0e8f73e816619c97b3b2e73906d799591f93931a89cc1d97c28cd9,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
dcf_token,defihacklabs,bsc,44290969,0xa7e92345ddf541aa5cf60fee2a0e721c50ca1adb,shanghai,ca2-e92eb18ffd5cb5150b66,2025-03-18,DCFToken,Lack of Slippage Protection,src/test/2025-03/DCFToken_exp.sol,bsc,https://github.com/SunWeb3Sec/DeFiHackLabs/blob/main/past/2025/README.md,frozen_public_source_hashed,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,2cceae84d4d22dec183db761411df55b7c469d510ece8fcd3fd55973d0b0a91b,"[""https://x.com/Phalcon_xyz/status/1860890801909190664""]",[],~442k,exact_contract_basename,True,True,,,2025-03-18,,,,blocked_missing_onchain_and_availability_evidence,"[""missing:deployment_block"", ""missing:prediction_cutoff_block"", ""missing:source_availability_time"", ""missing:runtime_bytecode_hash_at_cutoff"", ""missing:outcome_adjudication_id""]",retained,,cases/ca2-e92eb18ffd5cb5150b66.json,94037605e0ce3a21e8bac9ec060309fc45e2eac9a22bec9513050d3ea33f68c2,cases/ca2-e92eb18ffd5cb5150b66.json,516709b978ee6efb2a1663e5382688fef15c8afdbeedffd83f766f4b3ef162d4,,,,,,,,,,,,ca2-e92eb18ffd5cb5150b66,cases/ca2-e92eb18ffd5cb5150b66.json,516709b978ee6efb2a1663e5382688fef15c8afdbeedffd83f766f4b3ef162d4,2024-11-22T09:08:33Z,2024-11-23T09:08:35Z,14593,,,56:0xa7e92345ddf541aa5cf60fee2a0e721c50ca1adb,1d66e730af5938cd5229367a8141468bb4ca21414c48b84afb546a364bec4186,,,,,8323f9b4f7d8165e04a0347aa787887bd79a166485d3222c68d4a36f33e6829a,1f281eabcf71478d6dd9e625cc541c7214440f324e4845d7c6c33e43bbc5718a,4229e35b4acf71b2300cf71f9ccb4985b3f8e4f668140585b2eb1c65dd87eb80,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
HoldSafe,defihacklabs-temporal-replacement-finalization,bsc,51758376,0x2496b87189d5ae18d4d83b8a7039b0c8a07d98d4,,ca2-421dd5bf165b069c74f3,2025-06-20,HoldSafe,replacement_candidate,,bsc,,replacement_candidate_historical_snapshot_verified,8ee7efb58440d017d46f65f02b0203c6acaab60702f8fdd3fad5f64e78bfb59e,cc7f04d61261e3a72198eb74b24fb2ee6db7a9ce139f247c56106b805184f4b2,[],"[""0xa9b4cead820eaa750d72cd4ba4ba4d926c2db867746c637a1642ea4ab9721399""]",,frozen_chain_global_order_finalization,True,True,47462444,47491244,51758377,,17871e765877f4c4913eb244f684b3f5fdb948eff9ef5567c5b95d27539c33c0,,replacement_candidate_selected,[],replacement,ca2-3e63d905e3ed3178d5fb,cases/ca2-3e63d905e3ed3178d5fb.json,874d82c1e01da14be08886d141f652a0f95e4a2be5a5482fc72a0918e3d17a09,,,cases/ca2r-8648cd24a3c3d24eeba3.json,1350098b1c0bee688ca1a7e6b12fa63b5a26fc6a41db949e8bf89d5813b24772,historical_cases/ca2r-8648cd24a3c3d24eeba3/ca2r-8648cd24a3c3d24eeba3.json,d08b49ed99c46fde3abfa42c9086a0a6b82de1b035c00617670ba8c3eefa7c25,11,first_eligible_unique_from_frozen_chain_global_order,8ee7efb58440d017d46f65f02b0203c6acaab60702f8fdd3fad5f64e78bfb59e,d3b80fe4ed7198fc900616b269408c1d0485ef8f000f46d37adb75be862a4a9c,51758376,0xa9b4cead820eaa750d72cd4ba4ba4d926c2db867746c637a1642ea4ab9721399,ca2r-8648cd24a3c3d24eeba3,ca2r-8648cd24a3c3d24eeba3,historical_cases/ca2r-8648cd24a3c3d24eeba3/ca2r-8648cd24a3c3d24eeba3.json,d08b49ed99c46fde3abfa42c9086a0a6b82de1b035c00617670ba8c3eefa7c25,2025-03-14T16:16:22Z,2025-03-15T16:16:22Z,10160,,,56:0x2496b87189d5ae18d4d83b8a7039b0c8a07d98d4,23b1182d0642bd87e6ab01514a1fc72b07bb0699e43e6c1a3103714c5a2b9459,,,,,787b1b93ea90662135e33f33fce86b1e0eb3ff99698c01f615ebe62d7db09a68,8871abc96bd3a7c0f5c3e955a25eb3af59de09a0a572b7eb0b260c8b47d5a7c5,387831ad0f6a028fcaf42a62e7a89bde62b2eac30d679dd741ff89280cce54e5,DERIVED_STRICT_SNAPSHOT,DERIVED_STRICT_SNAPSHOT,DERIVED_CONSENSUS_RUNTIME_CODE,UNRESOLVED:requires_loupe_or_historical_event_resolver,UNRESOLVED_NO_CUTOFF_SOURCE_VERIFICATION_EVIDENCE,DERIVED_EXACT_CHAIN_ADDRESS,DERIVED_METADATA_STRIPPED_BYTECODE_SHA256,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_INDEPENDENT_ADJUDICATION_REQUIRED,UNRESOLVED_METHODS_OWNER_FREEZE_REQUIRED
